Temps simulation; 40h;;;;;; 80h;;;;;; 160h;;;;;; 240h;;;;;;
Variable; TmpMoyenAvContr; TailleMoyFileC; TmpMoyenAvRep; TailleMoyFileR; TauxUtilCentreRep; NbBus;TmpMoyenAvContr; TailleMoyFileC; TmpMoyenAvRep; TailleMoyFileR; TauxUtilCentreRep; NbBus; TmpMoyenAvContr; TailleMoyFileC; TmpMoyenAvRep; TailleMoyFileR; TauxUtilCentreRep; NbBus; TmpMoyenAvContr; TailleMoyFileC; TmpMoyenAvRep; TailleMoyFileR; TauxUtilCentreRep; NbBus;
Simulation n°815;2.038; 2.905; 0.896; 0.336; 0.606;57; 2.215; 3.296; 0.897; 0.336; 0.78;119; 1.814; 2.563; 4.13; 1.781; 0.853;226; 3.022; 4.294; 4.834; 2.155; 0.877;341; 
Simulation n°816;0.58; 0.667; 1.477; 0.48; 0.49;46; 1.267; 1.616; 0.517; 0.175; 0.657;102; 5.299; 7.584; 4.395; 1.785; 0.722;229; 3.132; 4.281; 1.856; 0.634; 0.694;328; 
Simulation n°817;0.878; 1.076; 0.293; 0.073; 0.534;49; 2.264; 3.113; 0.585; 0.198; 0.651;110; 1.799; 2.496; 5.89; 2.43; 0.862;222; 1.297; 1.648; 1.77; 0.642; 0.748;305; 
Simulation n°818;3.567; 6.154; 0.721; 0.252; 0.693;69; 0.39; 0.439; 0.968; 0.302; 0.611;90; 2.007; 2.621; 1.803; 0.744; 0.782;209; 1.473; 1.921; 0.865; 0.285; 0.668;313; 
Simulation n°819;2.609; 3.913; 1.976; 0.889; 0.794;60; 3.418; 5.128; 0.452; 0.158; 0.707;120; 6.624; 10.061; 6.157; 3.001; 0.845;243; 1.547; 2.037; 2.177; 0.853; 0.828;316; 
Simulation n°820;1.123; 1.544; 2.524; 1.136; 0.837;55; 1.053; 1.579; 1.253; 0.438; 0.693;120; 1.214; 1.661; 3.012; 1.45; 0.907;219; 7.237; 10.102; 2.469; 0.946; 0.794;335; 
Simulation n°821;1.445; 1.951; 2.38; 1.19; 0.787;54; 2.085; 2.866; 3.721; 1.488; 0.776;110; 2.267; 2.848; 1.832; 0.699; 0.814;201; 1.792; 2.404; 4.333; 1.842; 0.842;322; 
Simulation n°822;0.399; 0.449; 0.872; 0.327; 0.769;45; 1.919; 2.711; 2.153; 0.807; 0.783;113; 1.106; 1.423; 1.081; 0.365; 0.674;206; 1.728; 2.211; 1.122; 0.383; 0.712;307; 
Simulation n°823;0.474; 0.427; 0.244; 0.073; 0.572;36; 1.363; 1.858; 0.861; 0.301; 0.668;109; 3.706; 5.119; 2.238; 0.923; 0.841;221; 1.755; 2.413; 1.235; 0.463; 0.772;330; 
Simulation n°824;1.379; 1.999; 1.27; 0.444; 0.658;58; 1.553; 2.233; 0.832; 0.301; 0.744;115; 1.986; 2.768; 2.172; 0.977; 0.877;223; 3.094; 4.216; 3.708; 1.406; 0.763;327; 
Simulation n°825;1.734; 2.385; 2.006; 0.752; 0.776;55; 4.619; 7.275; 4.109; 2.157; 0.891;126; 3.156; 4.023; 1.068; 0.387; 0.729;204; 1.269; 1.581; 1.073; 0.375; 0.731;299; 
Simulation n°826;4.706; 7.413; 3.708; 1.761; 0.866;63; 2.279; 3.191; 6.239; 2.885; 0.94;112; 2.394; 3.172; 1.26; 0.441; 0.697;212; 4.142; 5.782; 1.074; 0.443; 0.786;335; 
Simulation n°827;1.491; 2.125; 1.111; 0.417; 0.715;57; 0.675; 0.759; 4.197; 1.836; 0.783;90; 6.96; 10.092; 9.773; 4.581; 0.795;232; 7.891; 11.837; 11.854; 5.977; 0.938;360; 
Simulation n°828;1.009; 1.261; 0.416; 0.156; 0.625;50; 1.378; 1.842; 2.769; 1.142; 0.806;107; 1.27; 1.691; 2.189; 0.862; 0.783;213; 3.042; 4.132; 4.288; 1.858; 0.807;326; 
Simulation n°829;2.909; 5.018; 7.1; 4.26; 0.89;69; 1.899; 2.706; 0.544; 0.15; 0.564;114; 1.405; 1.888; 1.536; 0.567; 0.734;215; 2.172; 3.041; 20.012; 9.172; 0.816;336; 
Simulation n°830;2.033; 2.694; 0.0; 0.0; 0.325;53; 0.74; 0.926; 2.16; 0.864; 0.821;100; 0.976; 1.207; 0.846; 0.28; 0.671;198; 2.981; 4.123; 13.769; 6.081; 0.928;332; 
Simulation n°831;0.511; 0.537; 0.616; 0.231; 0.703;42; 1.556; 2.354; 1.936; 0.847; 0.805;121; 4.445; 6.445; 8.146; 4.531; 0.962;232; 2.349; 3.093; 1.567; 0.581; 0.782;316; 
Simulation n°832;0.879; 1.098; 0.102; 0.023; 0.425;50; 3.083; 4.702; 0.696; 0.226; 0.659;122; 2.233; 3.042; 2.52; 0.945; 0.782;218; 2.525; 3.43; 2.778; 0.984; 0.731;326; 
Simulation n°833;1.368; 1.676; 0.259; 0.078; 0.582;49; 0.932; 1.2; 1.516; 0.625; 0.779;103; 3.21; 4.694; 6.148; 2.843; 0.946;234; 1.818; 2.378; 1.905; 0.715; 0.751;314; 
Simulation n°834;0.572; 0.687; 0.608; 0.198; 0.701;48; 1.917; 2.588; 1.41; 0.44; 0.639;108; 1.985; 2.853; 3.181; 1.372; 0.892;230; 0.972; 1.248; 3.003; 1.201; 0.836;308; 
Simulation n°835;0.376; 0.47; 0.722; 0.271; 0.748;50; 1.558; 1.967; 3.908; 2.003; 0.842;101; 4.789; 6.645; 2.699; 1.08; 0.825;222; 1.828; 2.407; 2.265; 0.925; 0.829;316; 
Simulation n°836;0.889; 1.066; 0.0; 0.0; 0.226;48; 2.381; 3.631; 2.531; 1.36; 0.855;122; 1.749; 2.427; 1.579; 0.582; 0.707;222; 2.555; 3.481; 3.621; 1.524; 0.83;327; 
Simulation n°837;0.859; 1.052; 2.674; 1.07; 0.783;49; 3.963; 5.944; 4.996; 2.56; 0.903;120; 2.153; 2.893; 5.978; 2.914; 0.892;215; 2.204; 2.626; 1.332; 0.449; 0.68;286; 
Simulation n°838;0.86; 1.011; 1.151; 0.432; 0.765;47; 3.563; 5.3; 1.169; 0.468; 0.774;119; 3.136; 4.272; 3.204; 1.382; 0.877;218; 2.893; 4.22; 7.413; 3.367; 0.88;350; 
Simulation n°839;1.735; 2.559; 0.698; 0.262; 0.737;59; 0.655; 0.777; 0.517; 0.162; 0.605;95; 1.875; 2.449; 1.467; 0.559; 0.762;209; 0.735; 0.849; 1.182; 0.399; 0.683;277; 
Simulation n°840;0.739; 0.943; 0.013; 0.003; 0.54;51; 4.592; 6.946; 2.624; 1.148; 0.844;121; 4.709; 7.122; 2.826; 1.307; 0.875;242; 1.208; 1.52; 2.485; 0.911; 0.758;302; 
Simulation n°841;2.753; 3.854; 2.031; 0.914; 0.675;56; 0.851; 1.064; 2.236; 0.755; 0.69;100; 1.845; 2.629; 1.994; 0.81; 0.798;228; 2.395; 3.233; 1.888; 0.716; 0.793;324; 
Simulation n°842;2.044; 2.555; 0.682; 0.187; 0.567;50; 2.017; 3.127; 8.229; 4.115; 0.902;124; 4.497; 6.071; 1.44; 0.504; 0.718;216; 3.439; 4.556; 2.185; 0.829; 0.767;318; 
Simulation n°843;0.431; 0.474; 3.198; 1.359; 0.862;44; 2.564; 3.461; 2.563; 0.929; 0.684;108; 4.26; 5.937; 2.655; 1.095; 0.819;223; 6.226; 9.054; 3.994; 1.847; 0.902;349; 
Simulation n°844;2.242; 3.306; 1.601; 0.881; 0.852;59; 1.02; 1.224; 1.691; 0.592; 0.693;96; 1.464; 1.894; 1.615; 0.585; 0.705;207; 1.692; 2.037; 1.657; 0.587; 0.695;289; 
Simulation n°845;3.504; 5.431; 2.354; 1.0; 0.848;62; 0.876; 0.985; 1.398; 0.559; 0.784;90; 1.815; 2.405; 4.031; 1.839; 0.924;212; 4.066; 5.896; 19.201; 10.241; 0.954;348; 
Simulation n°846;3.768; 5.369; 0.75; 0.281; 0.654;57; 0.765; 0.928; 0.25; 0.069; 0.56;97; 1.872; 2.632; 5.911; 2.549; 0.91;225; 1.871; 2.542; 1.417; 0.567; 0.823;326; 
Simulation n°847;2.639; 3.562; 0.105; 0.029; 0.561;54; 1.93; 2.605; 0.992; 0.372; 0.748;108; 1.61; 2.052; 2.059; 0.849; 0.781;204; 2.022; 2.594; 1.36; 0.499; 0.768;308; 
Simulation n°848;1.284; 1.798; 0.0; 0.0; 0.489;56; 1.321; 1.817; 2.76; 1.242; 0.712;110; 1.987; 2.522; 1.699; 0.711; 0.848;203; 2.608; 3.662; 2.715; 1.109; 0.806;337; 
Simulation n°849;1.119; 1.343; 0.372; 0.102; 0.593;48; 1.195; 1.628; 2.282; 0.941; 0.81;109; 2.379; 3.048; 2.704; 1.081; 0.798;205; 2.388; 3.085; 3.976; 1.64; 0.853;310; 
Simulation n°850;2.029; 3.399; 1.895; 0.947; 0.891;67; 1.817; 2.385; 2.602; 1.236; 0.775;105; 2.525; 3.22; 5.348; 2.373; 0.895;204; 1.637; 2.197; 2.684; 1.141; 0.861;322; 
Simulation n°851;1.443; 2.056; 1.506; 0.565; 0.594;57; 0.947; 1.078; 0.278; 0.09; 0.591;91; 1.225; 1.631; 1.35; 0.498; 0.748;213; 1.661; 2.18; 2.186; 0.884; 0.806;315; 
Simulation n°852;0.82; 1.066; 5.037; 2.77; 0.794;52; 1.52; 2.185; 0.532; 0.18; 0.588;115; 2.979; 4.375; 6.592; 3.296; 0.963;235; 4.724; 6.888; 2.588; 1.078; 0.844;350; 
Simulation n°853;1.288; 1.771; 1.198; 0.449; 0.629;55; 1.24; 1.518; 3.567; 1.516; 0.811;98; 1.55; 1.966; 1.244; 0.436; 0.744;203; 2.004; 2.489; 3.875; 1.55; 0.826;298; 
Simulation n°854;0.437; 0.535; 0.149; 0.045; 0.533;49; 0.827; 1.003; 2.643; 1.256; 0.944;97; 1.313; 1.616; 1.781; 0.612; 0.708;197; 2.97; 4.108; 5.709; 2.426; 0.866;332; 
Simulation n°855;0.965; 1.254; 0.873; 0.328; 0.618;52; 1.133; 1.359; 0.465; 0.151; 0.579;96; 2.7; 3.442; 3.154; 1.301; 0.874;204; 3.562; 4.883; 6.546; 3.246; 0.955;329; 
Simulation n°856;4.224; 8.131; 3.079; 1.462; 0.97;77; 4.702; 7.289; 1.591; 0.597; 0.69;124; 1.538; 2.009; 1.952; 0.817; 0.809;209; 4.392; 6.478; 6.485; 2.945; 0.938;354; 
Simulation n°857;0.924; 1.155; 2.671; 1.068; 0.835;50; 2.153; 2.96; 1.017; 0.318; 0.617;110; 2.922; 4.0; 1.294; 0.469; 0.745;219; 2.337; 3.193; 8.12; 3.721; 0.916;328; 
Simulation n°858;1.579; 2.408; 3.162; 1.581; 0.879;61; 4.602; 6.5; 2.879; 1.151; 0.751;113; 0.894; 1.089; 1.78; 0.623; 0.73;195; 1.637; 1.931; 1.733; 0.599; 0.722;283; 
Simulation n°859;0.976; 1.098; 1.648; 0.618; 0.724;45; 0.964; 1.049; 2.24; 0.728; 0.643;87; 3.227; 4.397; 1.422; 0.587; 0.829;218; 4.089; 5.793; 1.44; 0.564; 0.768;340; 
Simulation n°860;1.283; 1.893; 4.101; 1.64; 0.727;59; 4.004; 5.906; 1.621; 0.506; 0.589;118; 3.153; 4.296; 1.008; 0.334; 0.673;218; 1.706; 2.203; 1.425; 0.558; 0.794;310; 
Simulation n°861;3.311; 5.215; 1.773; 0.798; 0.86;63; 0.797; 0.946; 2.477; 0.929; 0.787;95; 1.517; 1.868; 1.242; 0.38; 0.628;197; 1.048; 1.214; 0.968; 0.311; 0.678;278; 
Simulation n°862;1.662; 2.036; 0.482; 0.193; 0.692;49; 2.665; 3.764; 1.17; 0.453; 0.734;113; 1.947; 2.519; 2.88; 1.188; 0.856;207; 4.919; 7.174; 1.302; 0.543; 0.823;350; 
Simulation n°863;0.756; 0.87; 1.206; 0.543; 0.879;46; 1.744; 2.223; 0.597; 0.239; 0.753;102; 2.36; 3.467; 8.517; 3.939; 0.89;235; 2.566; 3.303; 2.486; 0.995; 0.829;309; 
Simulation n°864;1.455; 2.11; 1.631; 0.775; 0.852;58; 4.124; 5.723; 2.576; 1.095; 0.879;111; 1.19; 1.547; 1.659; 0.518; 0.64;208; 5.357; 7.41; 1.674; 0.697; 0.841;332; 
Simulation n°865;0.401; 0.371; 0.064; 0.018; 0.478;37; 3.457; 5.402; 8.922; 4.907; 0.971;125; 2.205; 3.046; 1.73; 0.627; 0.765;221; 4.911; 6.731; 1.099; 0.398; 0.752;329; 
Simulation n°866;2.147; 3.06; 2.868; 1.147; 0.859;57; 1.445; 1.897; 3.113; 1.362; 0.788;105; 2.795; 3.563; 2.181; 0.873; 0.778;204; 6.498; 9.016; 2.292; 0.898; 0.745;333; 
Simulation n°867;0.79; 1.066; 0.327; 0.082; 0.478;54; 1.219; 1.462; 1.172; 0.41; 0.673;96; 2.647; 3.391; 1.017; 0.318; 0.646;205; 2.511; 3.432; 2.411; 0.964; 0.813;328; 
Simulation n°868;1.175; 1.615; 1.014; 0.304; 0.612;55; 1.856; 2.482; 1.644; 0.576; 0.7;107; 2.806; 3.981; 4.435; 1.996; 0.902;227; 2.642; 3.797; 5.819; 2.643; 0.851;345; 
Simulation n°869;0.306; 0.291; 0.026; 0.007; 0.513;38; 1.267; 1.837; 3.21; 1.404; 0.919;116; 7.831; 12.039; 3.9; 1.633; 0.862;246; 2.904; 4.151; 2.54; 1.122; 0.892;343; 
Simulation n°870;0.497; 0.559; 0.353; 0.115; 0.645;45; 1.031; 1.302; 1.863; 0.745; 0.816;101; 1.952; 2.709; 1.864; 0.804; 0.848;222; 2.913; 3.836; 3.13; 1.239; 0.775;316; 
Simulation n°871;1.622; 2.352; 0.605; 0.227; 0.771;58; 0.893; 1.105; 1.4; 0.56; 0.728;99; 3.427; 4.82; 3.082; 1.252; 0.826;225; 3.021; 4.293; 2.008; 0.745; 0.722;341; 
Simulation n°872;1.238; 1.64; 3.062; 1.454; 0.937;53; 1.916; 2.898; 0.662; 0.248; 0.707;121; 1.41; 1.815; 2.344; 0.938; 0.784;206; 1.973; 2.458; 4.576; 1.869; 0.83;299; 
Simulation n°873;1.247; 1.996; 5.396; 3.372; 0.933;64; 0.887; 1.042; 2.399; 1.079; 0.843;94; 4.847; 7.665; 4.712; 1.973; 0.79;253; 1.197; 1.471; 2.794; 1.141; 0.823;295; 
Simulation n°874;1.048; 1.493; 2.714; 1.153; 0.907;57; 2.234; 3.323; 1.447; 0.561; 0.682;119; 3.84; 5.377; 2.562; 0.993; 0.767;224; 1.338; 1.69; 1.011; 0.367; 0.728;303; 
Simulation n°875;0.664; 0.88; 1.968; 1.083; 0.77;53; 3.292; 4.855; 1.403; 0.596; 0.758;118; 1.585; 2.15; 6.89; 3.143; 0.88;217; 3.254; 4.624; 3.551; 1.406; 0.782;341; 
Simulation n°876;1.354; 1.963; 4.508; 2.705; 0.949;58; 2.634; 3.688; 3.782; 1.749; 0.826;112; 1.115; 1.498; 1.134; 0.404; 0.736;215; 1.821; 2.351; 3.057; 1.172; 0.808;310; 
Simulation n°877;3.151; 4.648; 0.49; 0.172; 0.608;59; 0.343; 0.33; 2.594; 0.843; 0.653;77; 1.702; 2.159; 6.231; 2.882; 0.938;203; 2.102; 2.794; 0.574; 0.189; 0.657;319; 
Simulation n°878;3.182; 4.216; 1.496; 0.449; 0.552;53; 1.171; 1.595; 2.042; 1.021; 0.882;109; 1.742; 2.177; 5.616; 2.071; 0.708;200; 1.385; 1.771; 2.129; 0.807; 0.799;307; 
Simulation n°879;0.719; 0.845; 0.602; 0.165; 0.529;47; 1.347; 1.767; 0.811; 0.243; 0.62;105; 4.471; 6.455; 3.905; 1.586; 0.826;231; 1.521; 1.838; 2.304; 0.787; 0.689;290; 
Simulation n°880;4.281; 6.208; 2.408; 1.084; 0.798;58; 1.413; 1.819; 3.684; 1.612; 0.859;103; 1.538; 2.009; 2.646; 0.91; 0.697;209; 1.364; 1.745; 3.655; 1.523; 0.858;307; 
Simulation n°881;1.782; 2.004; 0.684; 0.205; 0.614;45; 1.776; 2.509; 1.325; 0.48; 0.705;113; 2.559; 3.534; 0.882; 0.259; 0.555;221; 1.867; 2.528; 6.768; 2.961; 0.888;325; 
Simulation n°882;1.227; 1.656; 0.909; 0.318; 0.741;54; 2.516; 3.679; 0.257; 0.061; 0.463;117; 2.607; 3.65; 1.777; 0.544; 0.631;224; 2.861; 3.671; 2.817; 1.221; 0.887;308; 
Simulation n°883;2.34; 3.334; 0.375; 0.122; 0.571;57; 1.599; 2.038; 0.312; 0.07; 0.448;102; 1.926; 2.637; 3.156; 1.302; 0.857;219; 3.027; 4.163; 4.109; 1.763; 0.869;330; 
Simulation n°884;0.872; 1.265; 1.236; 0.525; 0.695;58; 1.365; 1.774; 4.416; 2.043; 0.823;104; 1.681; 2.122; 1.643; 0.585; 0.737;202; 1.066; 1.341; 0.711; 0.246; 0.695;302; 
Simulation n°885;0.738; 0.923; 0.969; 0.315; 0.631;50; 5.08; 7.875; 0.747; 0.336; 0.801;124; 2.925; 4.205; 2.32; 0.972; 0.806;230; 2.004; 2.505; 1.565; 0.607; 0.787;300; 
Simulation n°886;1.065; 1.517; 0.312; 0.117; 0.773;57; 1.317; 1.729; 2.0; 0.7; 0.67;105; 1.921; 2.51; 4.573; 1.801; 0.851;209; 1.95; 2.609; 3.209; 1.07; 0.699;321; 
Simulation n°887;0.638; 0.749; 0.204; 0.081; 0.729;47; 4.6; 7.302; 1.859; 0.814; 0.853;127; 2.449; 3.306; 1.812; 0.657; 0.756;216; 3.075; 4.33; 5.515; 2.528; 0.873;338; 
Simulation n°888;1.013; 1.57; 1.71; 0.812; 0.905;62; 5.403; 7.227; 1.002; 0.363; 0.673;107; 1.413; 1.829; 0.848; 0.286; 0.69;207; 1.992; 2.532; 3.109; 1.256; 0.803;305; 
Simulation n°889;3.131; 4.462; 0.405; 0.162; 0.631;57; 1.062; 1.434; 6.253; 2.814; 0.914;108; 3.279; 4.345; 1.039; 0.37; 0.711;212; 2.984; 4.053; 2.56; 1.035; 0.806;326; 
Simulation n°890;0.428; 0.417; 0.191; 0.062; 0.623;39; 3.303; 4.954; 6.696; 3.097; 0.785;120; 1.63; 2.109; 2.042; 0.842; 0.823;207; 2.903; 3.919; 1.252; 0.433; 0.697;324; 
Simulation n°891;1.04; 1.3; 0.217; 0.065; 0.663;50; 0.342; 0.338; 1.004; 0.389; 0.771;79; 1.343; 1.763; 3.067; 1.208; 0.802;210; 2.384; 3.228; 3.508; 1.505; 0.856;325; 
Simulation n°892;4.588; 7.111; 0.394; 0.148; 0.693;62; 2.944; 4.232; 0.78; 0.263; 0.623;115; 2.315; 2.922; 2.404; 0.872; 0.771;202; 3.002; 3.952; 3.273; 1.282; 0.797;316; 
Simulation n°893;0.492; 0.566; 4.29; 1.93; 0.887;46; 4.527; 6.678; 0.83; 0.301; 0.685;118; 3.283; 4.534; 5.243; 2.589; 0.941;221; 1.442; 1.893; 1.105; 0.35; 0.643;315; 
Simulation n°894;0.701; 0.841; 1.62; 0.648; 0.653;48; 1.778; 2.334; 1.681; 0.483; 0.641;105; 3.895; 5.526; 3.105; 1.378; 0.837;227; 1.744; 2.333; 2.711; 1.028; 0.776;321; 
Simulation n°895;0.596; 0.79; 0.303; 0.106; 0.646;53; 1.536; 1.825; 0.874; 0.317; 0.705;95; 2.436; 3.289; 3.694; 1.501; 0.829;216; 2.775; 3.724; 3.757; 1.722; 0.915;322; 
Simulation n°896;1.064; 1.569; 0.038; 0.013; 0.635;59; 2.92; 4.198; 2.438; 1.097; 0.793;115; 2.19; 2.957; 1.604; 0.491; 0.63;216; 2.004; 2.706; 3.355; 1.342; 0.762;324; 
Simulation n°897;1.733; 2.642; 1.06; 0.318; 0.503;61; 1.653; 2.025; 1.673; 0.544; 0.648;98; 3.931; 5.626; 2.525; 1.026; 0.823;229; 2.125; 2.993; 2.876; 1.138; 0.813;338; 
Simulation n°898;1.015; 1.065; 0.954; 0.334; 0.697;42; 1.145; 1.459; 0.328; 0.111; 0.704;102; 2.133; 3.132; 4.22; 1.609; 0.814;235; 4.015; 5.637; 4.337; 1.934; 0.919;337; 
Simulation n°899;1.135; 1.589; 1.409; 0.564; 0.666;56; 1.79; 2.304; 1.781; 0.69; 0.72;103; 1.303; 1.678; 1.238; 0.433; 0.698;206; 1.938; 2.584; 1.219; 0.452; 0.768;320; 
Simulation n°900;1.249; 1.343; 2.703; 0.878; 0.641;43; 1.507; 1.922; 1.442; 0.613; 0.791;102; 0.795; 0.959; 2.277; 0.897; 0.816;193; 9.364; 12.68; 8.579; 3.61; 0.872;325; 
Simulation n°901;4.246; 7.431; 3.254; 1.546; 0.842;70; 0.754; 0.952; 0.191; 0.05; 0.501;101; 2.893; 3.706; 0.515; 0.151; 0.593;205; 1.551; 1.816; 1.222; 0.402; 0.65;281; 
Simulation n°902;0.934; 1.237; 4.514; 2.144; 0.759;53; 0.712; 0.836; 0.393; 0.128; 0.663;94; 3.266; 4.205; 3.222; 1.248; 0.829;206; 1.523; 2.043; 9.805; 4.576; 0.922;322; 
Simulation n°903;1.262; 1.735; 1.73; 0.778; 0.86;55; 0.733; 0.761; 0.932; 0.303; 0.602;83; 2.084; 2.84; 0.48; 0.135; 0.564;218; 1.037; 1.21; 1.551; 0.511; 0.685;280; 
Simulation n°904;1.05; 1.391; 0.774; 0.271; 0.783;53; 3.591; 5.028; 0.591; 0.244; 0.793;112; 1.672; 2.225; 1.917; 0.731; 0.739;213; 1.188; 1.495; 2.362; 0.768; 0.659;302; 
Simulation n°905;1.284; 1.733; 2.436; 0.913; 0.68;54; 1.124; 1.432; 0.427; 0.139; 0.601;102; 1.132; 1.373; 0.752; 0.268; 0.712;194; 3.454; 4.764; 2.92; 1.241; 0.859;331; 
Simulation n°906;0.725; 0.761; 0.136; 0.041; 0.573;42; 1.176; 1.441; 0.256; 0.08; 0.589;98; 2.174; 3.125; 0.856; 0.278; 0.652;230; 1.929; 2.483; 2.017; 0.731; 0.744;309; 
Simulation n°907;1.245; 1.836; 1.239; 0.557; 0.929;59; 5.074; 7.295; 1.201; 0.51; 0.795;115; 1.053; 1.317; 1.057; 0.363; 0.72;200; 2.207; 2.878; 2.47; 0.998; 0.838;313; 
Simulation n°908;2.03; 2.944; 4.776; 3.105; 0.919;58; 1.358; 1.698; 2.224; 0.889; 0.676;100; 2.029; 2.777; 8.357; 3.917; 0.965;219; 4.566; 6.793; 3.042; 1.28; 0.843;357; 
Simulation n°909;0.798; 1.118; 0.695; 0.278; 0.654;56; 1.827; 2.215; 1.648; 0.474; 0.57;97; 4.009; 5.738; 2.963; 1.278; 0.863;229; 4.727; 6.795; 4.872; 1.868; 0.788;345; 
Simulation n°910;0.342; 0.402; 0.484; 0.181; 0.748;47; 1.594; 2.212; 1.959; 0.833; 0.823;111; 2.082; 2.915; 3.249; 1.259; 0.777;224; 4.071; 5.597; 6.607; 2.945; 0.927;330; 
Simulation n°911;0.943; 1.226; 0.562; 0.197; 0.658;52; 1.716; 2.231; 0.946; 0.343; 0.758;104; 3.577; 5.455; 1.564; 0.694; 0.822;244; 4.085; 5.854; 0.787; 0.272; 0.739;344; 
Simulation n°912;1.089; 1.415; 0.223; 0.05; 0.446;52; 0.749; 0.777; 1.047; 0.314; 0.641;83; 1.423; 1.849; 2.183; 0.682; 0.659;208; 1.604; 2.058; 1.537; 0.564; 0.744;308; 
Simulation n°913;0.858; 1.073; 1.237; 0.433; 0.645;50; 1.102; 1.446; 2.958; 1.035; 0.697;105; 1.446; 1.852; 2.596; 1.119; 0.846;205; 1.715; 2.23; 2.23; 0.79; 0.707;312; 
Simulation n°914;1.929; 2.749; 0.358; 0.107; 0.513;57; 1.323; 1.704; 2.164; 0.811; 0.759;103; 1.298; 1.695; 3.15; 1.319; 0.86;209; 2.161; 2.809; 3.671; 1.484; 0.789;312; 
Simulation n°915;1.022; 1.481; 0.207; 0.057; 0.54;58; 1.52; 2.166; 1.957; 0.832; 0.861;114; 1.7; 2.37; 3.283; 1.457; 0.911;223; 2.67; 3.549; 5.844; 2.557; 0.902;319; 
Simulation n°916;0.48; 0.552; 1.561; 0.585; 0.721;46; 1.258; 1.62; 3.009; 1.429; 0.79;103; 3.336; 4.629; 2.54; 1.079; 0.875;222; 1.256; 1.685; 3.371; 1.278; 0.758;322; 
Simulation n°917;1.043; 1.356; 0.048; 0.013; 0.501;52; 0.612; 0.72; 1.597; 0.479; 0.642;94; 4.291; 5.953; 2.435; 1.096; 0.887;222; 1.925; 2.494; 3.078; 1.193; 0.753;311; 
Simulation n°918;0.52; 0.611; 0.317; 0.087; 0.51;47; 2.507; 3.603; 1.904; 0.738; 0.744;115; 4.045; 5.891; 3.333; 1.396; 0.889;233; 1.546; 2.107; 1.382; 0.518; 0.784;327; 
Simulation n°919;0.949; 1.116; 1.524; 0.686; 0.836;47; 8.271; 13.129; 4.921; 2.214; 0.884;127; 1.833; 2.509; 4.989; 2.214; 0.815;219; 1.425; 1.8; 0.862; 0.291; 0.686;303; 
Simulation n°920;0.259; 0.226; 0.0; 0.0; 0.388;35; 1.02; 1.326; 5.997; 2.324; 0.77;104; 2.201; 2.902; 1.8; 0.664; 0.761;211; 1.011; 1.297; 4.369; 1.857; 0.875;308; 
Simulation n°921;1.252; 1.502; 0.104; 0.029; 0.61;48; 1.298; 1.655; 2.049; 0.615; 0.6;102; 1.169; 1.381; 2.579; 0.967; 0.753;189; 6.101; 8.77; 1.81; 0.717; 0.785;345; 
Simulation n°922;0.571; 0.756; 0.644; 0.242; 0.677;53; 1.424; 1.78; 0.099; 0.023; 0.455;100; 2.87; 4.198; 1.78; 0.734; 0.825;234; 1.226; 1.563; 6.557; 2.65; 0.831;306; 
Simulation n°923;1.744; 2.398; 1.758; 0.835; 0.746;55; 1.898; 2.515; 3.414; 1.579; 0.896;106; 2.545; 3.753; 1.269; 0.428; 0.691;236; 1.739; 2.456; 3.387; 1.524; 0.914;339; 
Simulation n°924;0.363; 0.318; 0.201; 0.05; 0.528;35; 5.47; 8.136; 0.839; 0.294; 0.704;119; 0.914; 1.143; 0.789; 0.257; 0.666;200; 2.231; 2.938; 1.593; 0.611; 0.771;316; 
Simulation n°925;0.633; 0.823; 0.44; 0.132; 0.582;52; 2.047; 2.712; 1.919; 0.72; 0.711;106; 1.168; 1.423; 0.827; 0.295; 0.72;195; 2.826; 3.815; 3.647; 1.337; 0.748;324; 
Simulation n°926;0.524; 0.537; 0.728; 0.291; 0.666;41; 1.054; 1.357; 0.244; 0.095; 0.718;103; 1.87; 2.641; 3.366; 1.347; 0.775;226; 1.492; 1.909; 3.075; 1.294; 0.836;307; 
Simulation n°927;1.845; 2.906; 1.968; 0.935; 0.807;63; 5.393; 8.899; 2.561; 0.928; 0.716;132; 1.583; 2.028; 4.936; 2.314; 0.892;205; 1.906; 2.629; 2.007; 0.82; 0.813;331; 
Simulation n°928;0.507; 0.507; 0.832; 0.312; 0.793;40; 4.819; 7.469; 4.0; 1.8; 0.862;124; 1.389; 1.814; 2.615; 1.062; 0.811;209; 2.908; 4.023; 1.171; 0.425; 0.739;332; 
Simulation n°929;1.079; 1.402; 1.045; 0.366; 0.713;52; 0.703; 0.808; 5.304; 2.387; 0.9;92; 2.616; 3.449; 1.141; 0.364; 0.666;211; 2.231; 3.011; 1.38; 0.546; 0.782;324; 
Simulation n°930;2.976; 4.167; 1.565; 0.587; 0.631;56; 5.571; 9.402; 3.024; 1.096; 0.748;135; 3.691; 5.652; 8.609; 4.412; 0.944;245; 5.692; 7.874; 7.208; 3.183; 0.87;332; 
Simulation n°931;0.737; 0.718; 0.208; 0.042; 0.426;39; 1.397; 1.939; 1.59; 0.676; 0.795;111; 1.515; 2.102; 1.713; 0.653; 0.716;222; 2.211; 3.013; 1.416; 0.566; 0.812;327; 
